,date,true,predict
5582,2013-10-30,2160.4629999999997,2120.34619140625
5583,2013-10-31,2141.614,2154.711669921875
5584,2013-11-01,2149.562,2137.0498046875
5585,2013-11-04,2149.634,2145.22021484375
5586,2013-11-05,2157.24,2144.529052734375
5587,2013-11-06,2139.607,2153.1630859375
5588,2013-11-07,2129.4,2136.51513671875
5589,2013-11-08,2106.127,2126.871826171875
5590,2013-11-11,2109.471,2103.959228515625
5591,2013-11-12,2126.772,2107.39013671875
5592,2013-11-13,2087.9410000000003,2124.7666015625
5593,2013-11-14,2100.506,2082.945068359375
5594,2013-11-15,2135.827,2095.46875
5595,2013-11-18,2197.219,2133.192626953125
5596,2013-11-19,2193.125,2198.7802734375
5597,2013-11-20,2206.613,2196.678955078125
5598,2013-11-21,2205.766,2212.7734375
5599,2013-11-22,2196.3779999999997,2214.06591796875
5600,2013-11-25,2186.115,2205.9228515625
5601,2013-11-26,2183.073,2194.85009765625
5602,2013-11-27,2201.07,2190.634521484375
5603,2013-11-28,2219.3720000000003,2210.5595703125
5604,2013-11-29,2220.504,2229.79931640625
5605,2013-12-02,2207.371,2228.792724609375
5606,2013-12-03,2222.67,2210.929931640625
5607,2013-12-04,2251.762,2225.077880859375
5608,2013-12-05,2247.063,2254.978515625
5609,2013-12-06,2237.1079999999997,2250.50244140625
5610,2013-12-09,2238.2,2241.03955078125
5611,2013-12-10,2237.492,2243.509033203125
5612,2013-12-11,2204.166,2243.402587890625
5613,2013-12-12,2202.7960000000003,2207.2265625
5614,2013-12-13,2196.075,2203.3828125
5615,2013-12-16,2160.861,2195.73193359375
5616,2013-12-17,2151.0789999999997,2158.390869140625
5617,2013-12-18,2148.285,2146.146728515625
5618,2013-12-19,2127.792,2140.126953125
5619,2013-12-20,2084.794,2117.787109375
5620,2013-12-23,2089.7070000000003,2072.67041015625
5621,2013-12-24,2092.905,2076.41259765625
5622,2013-12-25,2106.354,2079.454833984375
5623,2013-12-26,2073.099,2095.152587890625
5624,2013-12-27,2101.251,2061.965087890625
5625,2013-12-30,2097.529,2091.647705078125
5626,2013-12-31,2115.978,2090.838134765625
5627,2014-01-02,2109.387,2111.7275390625
5628,2014-01-03,2083.136,2106.410400390625
5629,2014-01-06,2045.7089999999998,2080.254638671875
5630,2014-01-07,2047.317,2042.80419921875
5631,2014-01-08,2044.34,2044.034912109375
5632,2014-01-09,2027.622,2039.8636474609375
5633,2014-01-10,2013.2979999999998,2021.607421875
5634,2014-01-13,2009.5639999999999,2007.17431640625
5635,2014-01-14,2026.842,2002.26123046875
5636,2014-01-15,2023.348,2019.7030029296875
5637,2014-01-16,2023.701,2015.96142578125
5638,2014-01-17,2004.9489999999998,2016.335205078125
5639,2014-01-20,1991.253,1998.7987060546875
5640,2014-01-21,2008.3129999999999,1986.5621337890625
5641,2014-01-22,2051.749,2005.2490234375
5642,2014-01-23,2042.18,2052.04541015625
5643,2014-01-24,2054.3920000000003,2044.185302734375
5644,2014-01-27,2033.3,2058.767333984375
5645,2014-01-28,2038.513,2037.2381591796875
5646,2014-01-29,2049.9139999999998,2041.656982421875
5647,2014-01-30,2033.0829999999999,2052.95703125
5648,2014-02-07,2044.497,2035.11865234375
5649,2014-02-10,2086.067,2047.24755859375
5650,2014-02-11,2103.6710000000003,2092.704345703125
5651,2014-02-12,2109.955,2111.91845703125
5652,2014-02-13,2098.401,2117.43115234375
5653,2014-02-14,2115.848,2104.764404296875
5654,2014-02-17,2135.415,2122.701171875
5655,2014-02-18,2119.0660000000003,2144.803955078125
5656,2014-02-19,2142.554,2128.144775390625
5657,2014-02-20,2138.782,2152.084228515625
5658,2014-02-21,2113.6929999999998,2148.6259765625
5659,2014-02-24,2076.686,2121.2529296875
5660,2014-02-25,2034.219,2079.087646484375
5661,2014-02-26,2041.254,2031.6864013671875
5662,2014-02-27,2047.354,2036.573486328125
5663,2014-02-28,2056.302,2042.3424072265625
5664,2014-03-03,2075.235,2050.21728515625
5665,2014-03-04,2071.473,2068.95166015625
5666,2014-03-05,2053.084,2066.019287109375
5667,2014-03-06,2059.578,2046.4163818359375
5668,2014-03-07,2057.908,2053.081298828125
5669,2014-03-10,1999.065,2052.937744140625
5670,2014-03-11,2001.1570000000002,1994.1026611328125
5671,2014-03-12,1997.692,1998.0233154296875
5672,2014-03-13,2019.111,1994.068603515625
5673,2014-03-14,2004.339,2015.725341796875
5674,2014-03-17,2023.6729999999998,1999.9627685546875
5675,2014-03-18,2025.1960000000001,2018.6358642578125
5676,2014-03-19,2021.734,2020.7451171875
5677,2014-03-20,1993.479,2018.1846923828125
5678,2014-03-21,2047.619,1988.54931640625
5679,2014-03-24,2066.279,2045.0699462890625
5680,2014-03-25,2067.311,2068.60791015625
5681,2014-03-26,2063.67,2072.855712890625
5682,2014-03-27,2046.588,2070.457275390625
5683,2014-03-28,2041.7120000000002,2052.2119140625
5684,2014-03-31,2033.306,2046.9420166015625
5685,2014-04-01,2047.46,2036.572265625
5686,2014-04-02,2058.988,2050.034423828125
5687,2014-04-03,2043.7020000000002,2062.330810546875
5688,2014-04-04,2058.831,2047.466552734375
5689,2014-04-08,2098.284,2060.62353515625
5690,2014-04-09,2105.237,2100.300048828125
5691,2014-04-10,2134.3,2108.261474609375
5692,2014-04-11,2130.542,2140.81005859375
5693,2014-04-14,2131.5389999999998,2139.001708984375
5694,2014-04-15,2101.601,2141.2841796875
5695,2014-04-16,2105.1220000000003,2110.1396484375
5696,2014-04-17,2098.885,2112.269775390625
5697,2014-04-18,2097.748,2103.879638671875
5698,2014-04-21,2065.826,2102.816650390625
5699,2014-04-22,2072.831,2067.98828125
5700,2014-04-23,2067.382,2072.270263671875
5701,2014-04-24,2057.033,2064.433837890625
5702,2014-04-25,2036.519,2051.39990234375
5703,2014-04-28,2003.487,2028.8984375
5704,2014-04-29,2020.3410000000001,1993.6678466796875
5705,2014-04-30,2026.358,2011.5941162109375
5706,2014-05-05,2027.3529999999998,2018.701171875
5707,2014-05-06,2028.0379999999998,2020.169677734375
5708,2014-05-07,2010.0829999999999,2022.2794189453125
5709,2014-05-08,2015.274,2005.462890625
5710,2014-05-09,2011.135,2011.1639404296875
5711,2014-05-12,2052.871,2006.9136962890625
5712,2014-05-13,2050.728,2050.902099609375
5713,2014-05-14,2047.91,2050.913330078125
5714,2014-05-15,2024.974,2050.225830078125
5715,2014-05-16,2026.504,2026.0660400390625
5716,2014-05-19,2005.183,2026.6903076171875
5717,2014-05-20,2008.119,2004.1201171875
5718,2014-05-21,2024.951,2006.391845703125
5719,2014-05-22,2021.285,2024.917724609375
5720,2014-05-23,2034.569,2021.5264892578125
5721,2014-05-26,2041.476,2036.099853515625
5722,2014-05-27,2034.565,2041.728271484375
5723,2014-05-28,2050.228,2033.7120361328125
5724,2014-05-29,2040.595,2051.03125
5725,2014-05-30,2039.2120000000002,2042.6448974609375
5726,2014-06-03,2038.305,2041.9599609375
5727,2014-06-04,2024.8339999999998,2042.0006103515625
5728,2014-06-05,2040.878,2027.522705078125
5729,2014-06-06,2029.9560000000001,2043.15966796875
5730,2014-06-09,2030.5020000000002,2031.3150634765625
5731,2014-06-10,2052.532,2031.0584716796875
5732,2014-06-11,2054.948,2053.432861328125
5733,2014-06-12,2051.7129999999997,2056.652099609375
5734,2014-06-13,2070.715,2052.16943359375
5735,2014-06-16,2085.9829999999997,2072.8310546875
5736,2014-06-17,2066.698,2089.57568359375
5737,2014-06-18,2055.519,2070.391845703125
5738,2014-06-19,2023.735,2059.206298828125
5739,2014-06-20,2026.674,2024.8367919921875
5740,2014-06-23,2024.365,2027.2861328125
5741,2014-06-24,2033.931,2024.3837890625
5742,2014-06-25,2025.5020000000002,2032.70654296875
5743,2014-06-26,2038.6770000000001,2023.345458984375
5744,2014-06-27,2036.51,2036.7342529296875
5745,2014-06-30,2048.327,2033.7039794921875
5746,2014-07-01,2050.381,2045.159423828125
5747,2014-07-02,2059.4179999999997,2048.308837890625
5748,2014-07-03,2063.229,2059.17529296875
5749,2014-07-04,2059.375,2065.66943359375
5750,2014-07-07,2059.927,2062.861572265625
5751,2014-07-08,2064.021,2063.763671875
5752,2014-07-09,2038.612,2067.967529296875
5753,2014-07-10,2038.342,2041.1422119140625
5754,2014-07-11,2046.961,2039.3963623046875
5755,2014-07-14,2066.646,2047.62353515625
5756,2014-07-15,2070.357,2067.722900390625
5757,2014-07-16,2067.276,2071.438720703125
5758,2014-07-17,2055.591,2067.806884765625
