Date,code,Close,pctChg,volume
1991-04-03,sh.000001,121.71,0.412507,206300
1991-04-04,sh.000001,121.72,0.008218,1051700
1991-04-05,sh.000001,121.54,-0.147881,1158900
1991-04-08,sh.000001,121.09,-0.370252,186200
1991-04-09,sh.000001,120.62,-0.388136,32000
1991-04-10,sh.000001,120.16,-0.381362,46600
1991-04-11,sh.000001,119.64,-0.432760,23900
1991-04-12,sh.000001,119.21,-0.359412,39900
1991-04-15,sh.000001,118.77,-0.369099,30100
1991-04-16,sh.000001,118.34,-0.362044,10500
1991-04-17,sh.000001,117.9,-0.371806,20100
1991-04-18,sh.000001,117.45,-0.381683,17800
1991-04-19,sh.000001,117.08,-0.315024,64600
1991-04-22,sh.000001,116.63,-0.384356,43000
1991-04-23,sh.000001,116.19,-0.377257,28200
1991-04-24,sh.000001,115.79,-0.344265,14800
1991-04-25,sh.000001,115.36,-0.371362,149500
1991-04-26,sh.000001,115.56,0.173368,1335400
1991-04-29,sh.000001,114.75,-0.700932,841100
1991-04-30,sh.000001,113.94,-0.705880,485000
1991-05-02,sh.000001,113.16,-0.684570,146500
1991-05-03,sh.000001,112.41,-0.662778,423000
1991-05-06,sh.000001,111.61,-0.711683,276400
1991-05-07,sh.000001,110.82,-0.707823,187500
1991-05-08,sh.000001,110.03,-0.712869,42300
1991-05-09,sh.000001,109.29,-0.672542,225500
1991-05-10,sh.000001,108.53,-0.695399,24900
1991-05-13,sh.000001,107.84,-0.635771,23500
1991-05-14,sh.000001,107.19,-0.602739,26700
1991-05-15,sh.000001,106.57,-0.578415,39000
1991-05-16,sh.000001,105.77,-0.750683,310800
1991-05-17,sh.000001,106.75,0.926542,2019200
1991-05-20,sh.000001,107.82,1.002342,86300
1991-05-21,sh.000001,108.81,0.918195,77100
1991-05-22,sh.000001,108.25,-0.514656,1867700
1991-05-23,sh.000001,109.08,0.766745,560900
1991-05-24,sh.000001,110.08,0.916758,102400
1991-05-27,sh.000001,110.66,0.526891,861900
1991-05-28,sh.000001,111.68,0.921739,163000
1991-05-29,sh.000001,112.75,0.958094,53000
1991-05-30,sh.000001,113.82,0.949002,38800
1991-05-31,sh.000001,114.83,0.887368,121100
1991-06-03,sh.000001,115.97,0.992771,95400
1991-06-04,sh.000001,117.12,0.991637,360300
1991-06-05,sh.000001,118.17,0.896512,30800
1991-06-06,sh.000001,119.35,0.998562,26600
1991-06-07,sh.000001,120.47,0.938419,10000
1991-06-10,sh.000001,121.67,0.996096,40000
1991-06-11,sh.000001,122.89,1.002713,54300
1991-06-12,sh.000001,124.11,0.992759,137200
1991-06-13,sh.000001,125.34,0.991053,2086800
1991-06-14,sh.000001,124.53,-0.646240,663300
1991-06-17,sh.000001,125.77,0.995742,693300
1991-06-18,sh.000001,127.03,1.001830,203000
1991-06-19,sh.000001,128.29,0.991887,148100
1991-06-20,sh.000001,129.57,0.997750,229900
1991-06-21,sh.000001,130.86,0.995596,1361300
1991-06-24,sh.000001,132.17,1.001068,196000
1991-06-25,sh.000001,133.49,0.998719,162400
1991-06-26,sh.000001,134.83,1.003818,340900
1991-06-27,sh.000001,136.19,1.008678,449700
1991-06-28,sh.000001,137.56,1.005944,493500
1991-07-01,sh.000001,136.85,-0.516132,2294000
1991-07-02,sh.000001,135.96,-0.650347,283800
1991-07-03,sh.000001,135.27,-0.507504,271500
1991-07-04,sh.000001,136.63,1.005397,1339400
1991-07-05,sh.000001,135.96,-0.490374,1454000
1991-07-08,sh.000001,135.28,-0.500153,587400
1991-07-09,sh.000001,134.64,-0.473092,844200
1991-07-10,sh.000001,133.99,-0.482764,602300
1991-07-11,sh.000001,133.38,-0.455258,507300
1991-07-12,sh.000001,132.8,-0.434849,314400
1991-07-15,sh.000001,133.14,0.256021,1193800
1991-07-16,sh.000001,134.47,0.998950,279600
1991-07-17,sh.000001,135.81,0.996502,66000
1991-07-18,sh.000001,137.17,1.001400,84700
1991-07-19,sh.000001,136.7,-0.342641,1082300
1991-07-22,sh.000001,138.07,1.002202,276400
1991-07-23,sh.000001,139.39,0.956031,724100
1991-07-24,sh.000001,140.68,0.925456,598800
1991-07-25,sh.000001,140.19,-0.348301,839000
1991-07-26,sh.000001,140.66,0.335260,927900
1991-07-29,sh.000001,141.52,0.611404,477100
1991-07-30,sh.000001,142.39,0.614751,560100
1991-07-31,sh.000001,143.8,0.990241,405100
1991-08-01,sh.000001,145.24,1.001392,473100
1991-08-02,sh.000001,146.68,0.991453,1174400
1991-08-05,sh.000001,148.15,1.002182,512600
1991-08-06,sh.000001,149.62,0.992238,200100
1991-08-07,sh.000001,151.12,1.002540,110700
1991-08-08,sh.000001,152.61,0.985975,195100
1991-08-09,sh.000001,154.1,0.976348,371500
1991-08-12,sh.000001,155.54,0.934450,391900
1991-08-13,sh.000001,157.07,0.983679,2003900
1991-08-14,sh.000001,158.63,0.993186,548000
1991-08-15,sh.000001,160.21,0.996030,153700
1991-08-16,sh.000001,161.6,0.867611,98400
1991-08-19,sh.000001,163.21,0.996287,98500
1991-08-20,sh.000001,164.84,0.998707,57300
1991-08-21,sh.000001,166.49,1.000976,341100
1991-08-22,sh.000001,168.16,1.003062,129600
1991-08-23,sh.000001,169.81,0.981205,60500
1991-08-26,sh.000001,171.51,1.001117,64300
1991-08-27,sh.000001,173.19,0.979539,79600
1991-08-28,sh.000001,174.92,0.998900,80400
1991-08-29,sh.000001,176.66,0.994744,260800
1991-08-30,sh.000001,178.43,1.001918,675900
1991-09-02,sh.000001,180.22,1.003199,140800
1991-09-03,sh.000001,181.97,0.971035,147500
1991-09-04,sh.000001,183.69,0.945211,65000
1991-09-05,sh.000001,185.51,0.990795,151400
1991-09-06,sh.000001,187.36,0.997254,276500
1991-09-09,sh.000001,189.24,1.003418,355200
1991-09-10,sh.000001,188.33,-0.480873,3343400
1991-09-11,sh.000001,187.22,-0.589391,2139200
1991-09-12,sh.000001,186.22,-0.534131,1969900
1991-09-13,sh.000001,187.79,0.843085,3743400
1991-09-16,sh.000001,189.66,0.995799,993300
1991-09-17,sh.000001,188.65,-0.532537,2882900
1991-09-18,sh.000001,187.63,-0.540678,1582200
1991-09-19,sh.000001,186.88,-0.399723,2343900
1991-09-20,sh.000001,185.92,-0.513702,1207500
1991-09-23,sh.000001,185.0,-0.494835,403400
1991-09-24,sh.000001,184.08,-0.497296,142600
1991-09-25,sh.000001,183.19,-0.483485,138900
1991-09-26,sh.000001,182.33,-0.469458,654100
1991-09-27,sh.000001,181.82,-0.279710,3372800
1991-09-30,sh.000001,180.92,-0.495000,2559400
1991-10-03,sh.000001,182.48,0.862258,1874100
1991-10-04,sh.000001,184.29,0.991888,736000
1991-10-07,sh.000001,186.0,0.927889,1136900
1991-10-08,sh.000001,187.49,0.801078,2374500
1991-10-09,sh.000001,189.12,0.869374,2098900
1991-10-10,sh.000001,191.01,0.999365,663800
1991-10-11,sh.000001,192.85,0.963306,1098100
1991-10-14,sh.000001,194.67,0.943735,2149300
1991-10-15,sh.000001,196.61,0.996560,1100200
1991-10-16,sh.000001,198.57,0.996901,956200
1991-10-17,sh.000001,200.51,0.976979,607700
1991-10-18,sh.000001,202.51,0.997457,296800
1991-10-21,sh.000001,204.53,0.997484,353700
1991-10-22,sh.000001,206.53,0.977852,212800
1991-10-23,sh.000001,208.25,0.832809,262300
1991-10-24,sh.000001,210.07,0.873953,1935700
1991-10-25,sh.000001,211.86,0.852094,3265000
1991-10-28,sh.000001,213.98,1.000659,321700
1991-10-29,sh.000001,215.78,0.841202,269700
1991-10-30,sh.000001,216.43,0.301230,238000
1991-10-31,sh.000001,218.6,1.002640,392900
1991-11-01,sh.000001,220.72,0.969806,590600
1991-11-04,sh.000001,222.77,0.928780,447400
1991-11-05,sh.000001,224.65,0.843915,280500
1991-11-06,sh.000001,226.88,0.992660,284800
1991-11-07,sh.000001,228.93,0.903556,483300
1991-11-08,sh.000001,231.22,1.000310,1440600
1991-11-11,sh.000001,233.55,1.007699,247400
1991-11-12,sh.000001,235.8,0.963391,89500
1991-11-13,sh.000001,236.67,0.368955,79900
1991-11-14,sh.000001,237.45,0.329572,86200
1991-11-15,sh.000001,238.25,0.336914,205800
1991-11-18,sh.000001,240.62,0.994751,188500
1991-11-19,sh.000001,242.24,0.673265,231000
1991-11-20,sh.000001,244.5,0.932957,232500
1991-11-21,sh.000001,246.31,0.740285,215500
1991-11-22,sh.000001,248.53,0.901304,213300
1991-11-25,sh.000001,250.85,0.933492,233100
1991-11-26,sh.000001,252.97,0.845125,245400
1991-11-27,sh.000001,255.45,0.980352,212000
1991-11-28,sh.000001,257.35,0.743789,250200
1991-11-29,sh.000001,259.6,0.874296,3369500
1991-12-02,sh.000001,262.19,0.997687,1912800
1991-12-03,sh.000001,264.81,0.999274,110100
1991-12-04,sh.000001,265.77,0.362521,74200
1991-12-05,sh.000001,266.66,0.334881,205000
1991-12-06,sh.000001,269.35,1.008776,161300
1991-12-09,sh.000001,270.27,0.341557,163100
1991-12-10,sh.000001,272.91,0.976806,51600
1991-12-11,sh.000001,273.71,0.293133,66900
1991-12-12,sh.000001,274.41,0.255750,157700
1991-12-13,sh.000001,277.0,0.943842,74600
1991-12-16,sh.000001,277.85,0.306861,58000
1991-12-17,sh.000001,278.68,0.298718,49300
1991-12-18,sh.000001,279.51,0.297839,76000
1991-12-19,sh.000001,280.17,0.236129,109400
1991-12-20,sh.000001,282.83,0.949414,439300
1991-12-23,sh.000001,285.65,0.997068,104600
1991-12-24,sh.000001,286.22,0.199547,48600
1991-12-25,sh.000001,287.15,0.324922,57300
1991-12-26,sh.000001,288.03,0.306462,116800
1991-12-27,sh.000001,290.85,0.979067,155100
1991-12-30,sh.000001,291.71,0.295680,116500
1991-12-31,sh.000001,292.75,0.356521,58400
1992-01-02,sh.000001,293.75,0.341588,92800
1992-01-03,sh.000001,296.52,0.942975,143600
1992-01-06,sh.000001,297.68,0.391206,340000
1992-01-07,sh.000001,298.77,0.366164,89200
1992-01-08,sh.000001,299.66,0.297893,65900
1992-01-09,sh.000001,300.62,0.320360,94300
1992-01-10,sh.000001,301.83,0.402499,160500
1992-01-13,sh.000001,303.06,0.407518,72500
1992-01-14,sh.000001,305.74,0.884311,63200
1992-01-15,sh.000001,306.63,0.291102,25900
1992-01-16,sh.000001,306.85,0.071748,37800
1992-01-17,sh.000001,307.38,0.172722,25000
1992-01-20,sh.000001,307.39,0.003256,44500
1992-01-21,sh.000001,307.87,0.156147,53400
1992-01-22,sh.000001,307.95,0.025991,31200
1992-01-23,sh.000001,308.53,0.188338,41300
1992-01-24,sh.000001,309.05,0.168538,72200
1992-01-27,sh.000001,311.61,0.828344,56200
1992-01-28,sh.000001,311.84,0.073814,66400
1992-01-29,sh.000001,312.42,0.185998,40100
1992-01-30,sh.000001,312.73,0.099225,39100
1992-01-31,sh.000001,313.24,0.163073,35400
1992-02-03,sh.000001,314.18,0.300090,30500
1992-02-07,sh.000001,314.72,0.171879,32700
1992-02-10,sh.000001,315.56,0.266903,35400
1992-02-11,sh.000001,316.43,0.275699,29600
1992-02-12,sh.000001,316.44,0.003163,27000
1992-02-13,sh.000001,317.04,0.189611,102000
1992-02-14,sh.000001,319.68,0.832697,45700
1992-02-17,sh.000001,319.77,0.028152,636900
1992-02-18,sh.000001,337.11,5.422647,740700
1992-02-19,sh.000001,342.41,1.572193,940100
1992-02-20,sh.000001,347.99,1.629621,1034100
1992-02-21,sh.000001,359.59,3.333431,1158200
1992-02-24,sh.000001,360.5,0.253067,3015700
1992-02-25,sh.000001,360.37,-0.036062,486200
1992-02-26,sh.000001,360.1,-0.074920,575300
1992-02-27,sh.000001,362.45,0.652598,952400
1992-02-28,sh.000001,364.66,0.609737,986200
1992-03-02,sh.000001,365.39,0.200189,340500
1992-03-03,sh.000001,367.0,0.440621,298900
1992-03-04,sh.000001,368.32,0.359675,561400
1992-03-05,sh.000001,369.76,0.390965,836000
1992-03-06,sh.000001,371.76,0.540891,523700
1992-03-09,sh.000001,373.53,0.476111,2096800
1992-03-10,sh.000001,375.23,0.455121,501100
1992-03-11,sh.000001,376.14,0.242519,400100
1992-03-12,sh.000001,376.92,0.207369,1032600
1992-03-13,sh.000001,376.38,-0.143269,252700
1992-03-16,sh.000001,377.05,0.178007,264600
1992-03-17,sh.000001,377.49,0.116696,89000
1992-03-18,sh.000001,377.66,0.045038,402800
1992-03-19,sh.000001,377.31,-0.092678,1362800
1992-03-20,sh.000001,377.99,0.180221,316000
1992-03-23,sh.000001,378.89,0.238108,1029000
1992-03-24,sh.000001,378.69,-0.052789,437800
1992-03-25,sh.000001,378.12,-0.150521,1182000
1992-03-26,sh.000001,379.13,0.267114,1022500
1992-03-27,sh.000001,380.77,0.432565,189200
1992-03-30,sh.000001,381.44,0.175963,1265500
1992-03-31,sh.000001,381.24,-0.052436,1739100
1992-04-01,sh.000001,381.01,-0.060324,406500
1992-04-02,sh.000001,381.12,0.028867,167300
1992-04-03,sh.000001,381.33,0.055099,170000
1992-04-06,sh.000001,381.47,0.036717,529800
1992-04-07,sh.000001,381.93,0.120584,1061300
1992-04-08,sh.000001,382.43,0.130914,186600
1992-04-09,sh.000001,381.65,-0.203959,316800
1992-04-10,sh.000001,382.03,0.099569,706600
1992-04-13,sh.000001,391.11,2.376773,2059300
1992-04-14,sh.000001,400.61,2.428984,941500
1992-04-15,sh.000001,406.72,1.525178,1056600
1992-04-16,sh.000001,410.55,0.941676,3921100
1992-04-17,sh.000001,414.42,0.942644,1567800
1992-04-20,sh.000001,413.85,-0.137543,1017000
1992-04-21,sh.000001,410.06,-0.915793,5125700
1992-04-22,sh.000001,399.88,-2.482562,5059600
1992-04-23,sh.000001,407.25,1.843052,5471800
1992-04-24,sh.000001,414.4,1.755677,3470600
1992-04-27,sh.000001,424.58,2.456562,3725700
1992-04-28,sh.000001,436.09,2.710917,4239200
1992-04-29,sh.000001,444.16,1.850537,5289900
1992-04-30,sh.000001,445.38,0.274676,4570400
1992-05-04,sh.000001,453.62,1.850103,6436200
1992-05-05,sh.000001,449.21,-0.972180,4935900
1992-05-06,sh.000001,449.96,0.166960,3368700
1992-05-07,sh.000001,454.65,1.042315,3441400
1992-05-08,sh.000001,468.11,2.960517,4863400
1992-05-11,sh.000001,491.5,4.996692,3095000
1992-05-12,sh.000001,506.53,3.057986,3327800
1992-05-13,sh.000001,514.04,1.482633,3389700
1992-05-14,sh.000001,523.36,1.813090,3301000
1992-05-15,sh.000001,544.35,4.010622,6328300
1992-05-18,sh.000001,571.82,5.046391,2999200
1992-05-19,sh.000001,598.11,4.597597,4779000
1992-05-20,sh.000001,616.99,3.156611,6564600
1992-05-21,sh.000001,1266.49,105.269100,8965700
1992-05-22,sh.000001,1339.99,5.803441,9372500
1992-05-25,sh.000001,1421.57,6.088102,8896900
1992-05-26,sh.000001,1301.35,-8.456845,6812800
1992-05-27,sh.000001,1193.17,-8.312901,6452800
1992-05-28,sh.000001,1160.17,-2.765742,4838900
1992-05-29,sh.000001,1234.71,6.424913,5161500
1992-06-01,sh.000001,1183.24,-4.168588,3939400
1992-06-02,sh.000001,1141.02,-3.568166,3403300
1992-06-03,sh.000001,1059.07,-7.182177,4100200
1992-06-04,sh.000001,1104.46,4.285837,4318400
1992-06-05,sh.000001,1105.76,0.117709,4400700
1992-06-08,sh.000001,1093.46,-1.112362,2874700
1992-06-09,sh.000001,1126.62,3.032579,3510000
1992-06-10,sh.000001,1187.02,5.361171,5873200
1992-06-11,sh.000001,1178.3,-0.734610,3489700
1992-06-12,sh.000001,1171.71,-0.559288,4720200
1992-06-15,sh.000001,1171.85,0.011950,3774700
1992-06-16,sh.000001,1166.7,-0.439478,3515800
1992-06-17,sh.000001,1169.57,0.245993,3475500
1992-06-18,sh.000001,1168.43,-0.097463,2910100
1992-06-19,sh.000001,1171.94,0.300393,2514600
1992-06-22,sh.000001,1169.9,-0.174063,2792400
1992-06-23,sh.000001,1158.17,-1.002648,1949000
1992-06-24,sh.000001,1151.06,-0.613898,1697500
1992-06-25,sh.000001,1160.23,0.796650,1984600
1992-06-26,sh.000001,1164.67,0.382688,2906100
1992-06-29,sh.000001,1169.51,0.415565,5361000
1992-06-30,sh.000001,1191.19,1.853762,5897600
1992-07-01,sh.000001,1194.18,0.251019,5833000
1992-07-02,sh.000001,1187.48,-0.561060,4651200
1992-07-03,sh.000001,1189.16,0.141481,7524500
1992-07-06,sh.000001,1201.01,0.996500,6378200
1992-07-07,sh.000001,1206.46,0.453781,6882600
1992-07-08,sh.000001,1185.5,-1.737311,6804300
1992-07-09,sh.000001,1178.53,-0.587935,5321600
1992-07-10,sh.000001,1188.62,0.856148,5814900
1992-07-13,sh.000001,1136.33,-4.399222,5159500
1992-07-14,sh.000001,1114.05,-1.960690,4446200
1992-07-15,sh.000001,1107.69,-0.570900,4481200
1992-07-16,sh.000001,1124.64,1.530218,5046400
1992-07-17,sh.000001,1125.56,0.081808,6267100
1992-07-20,sh.000001,1098.82,-2.375716,3169900
1992-07-21,sh.000001,1082.39,-1.495234,3591200
1992-07-22,sh.000001,1035.66,-4.317296,4734700
1992-07-23,sh.000001,1014.57,-2.036385,7701400
1992-07-24,sh.000001,1142.02,12.561970,5715500
1992-07-27,sh.000001,1149.33,0.640088,5956000
1992-07-28,sh.000001,1105.95,-3.774374,7838700
1992-07-29,sh.000001,1087.12,-1.702605,6898700
1992-07-30,sh.000001,1057.4,-2.733826,9910800
1992-07-31,sh.000001,1052.07,-0.504074,8714900
1992-08-03,sh.000001,1031.55,-1.950431,6010300
1992-08-04,sh.000001,1035.63,0.395517,5247200
1992-08-05,sh.000001,1012.55,-2.228597,6114600
1992-08-06,sh.000001,1002.17,-1.025135,7255500
1992-08-07,sh.000001,1005.23,0.305337,7825600
1992-08-10,sh.000001,964.09,-4.092591,8178100
1992-08-11,sh.000001,863.41,-10.443010,10699900
1992-08-12,sh.000001,781.21,-9.520385,14483100
1992-08-13,sh.000001,850.94,8.925894,11559400
1992-08-14,sh.000001,858.38,0.874328,10440700
1992-08-17,sh.000001,939.46,9.445703,11335700
1992-08-18,sh.000001,933.44,-0.640796,14849400
1992-08-19,sh.000001,939.51,0.650284,7595200
1992-08-20,sh.000001,932.32,-0.765293,16056500
1992-08-21,sh.000001,916.25,-1.723658,17056700
1992-08-24,sh.000001,884.1,-3.508870,9934700
1992-08-25,sh.000001,849.57,-3.905663,8466200
1992-08-26,sh.000001,877.25,3.258118,12615300
1992-08-27,sh.000001,863.77,-1.536618,5425800
1992-08-28,sh.000001,848.2,-1.802564,7488400
1992-08-31,sh.000001,823.27,-2.939164,5429600
1992-09-01,sh.000001,824.96,0.205279,7869400
1992-09-02,sh.000001,787.67,-4.520224,9392400
1992-09-03,sh.000001,764.11,-2.991100,16373000
1992-09-04,sh.000001,753.58,-1.378070,9877200
1992-09-07,sh.000001,702.83,-6.734520,8710500
1992-09-08,sh.000001,640.12,-8.922502,10063400
1992-09-09,sh.000001,635.74,-0.684248,11190800
1992-09-10,sh.000001,692.78,8.972227,11310900
1992-09-11,sh.000001,776.29,12.054320,11729400
1992-09-14,sh.000001,734.98,-5.321465,13727000
1992-09-15,sh.000001,738.16,0.432664,11937300
1992-09-16,sh.000001,769.04,4.183376,14392600
1992-09-17,sh.000001,761.72,-0.951837,9418100
1992-09-18,sh.000001,754.4,-0.960976,6170700
1992-09-21,sh.000001,733.44,-2.778370,8172800
1992-09-22,sh.000001,722.7,-1.464331,6955200
1992-09-23,sh.000001,712.37,-1.429364,6559000
1992-09-24,sh.000001,730.57,2.554854,7778700
1992-09-25,sh.000001,729.79,-0.106770,7653600
1992-09-28,sh.000001,724.7,-0.697456,4255700
1992-09-29,sh.000001,710.63,-1.941494,6483000
1992-09-30,sh.000001,702.32,-1.169385,8977800
1992-10-05,sh.000001,679.62,-3.232147,9411600
1992-10-06,sh.000001,674.24,-0.791620,7161300
1992-10-07,sh.000001,665.26,-1.331867,5383000
1992-10-08,sh.000001,643.69,-3.242342,8453200
1992-10-09,sh.000001,660.29,2.578877,9394700
1992-10-12,sh.000001,690.57,4.585868,11075200
1992-10-13,sh.000001,673.99,-2.400918,11223800
1992-10-14,sh.000001,663.75,-1.519309,10552500
1992-10-15,sh.000001,663.53,-0.033141,7575800
1992-10-16,sh.000001,664.75,0.183861,6885100
1992-10-19,sh.000001,632.4,-4.866488,8103900
1992-10-20,sh.000001,616.29,-2.547446,9460900
1992-10-21,sh.000001,585.7,-4.963567,9192700
1992-10-22,sh.000001,539.8,-7.836781,13872800
1992-10-23,sh.000001,559.73,3.692107,11498100
1992-10-26,sh.000001,506.94,-9.431330,12565700
1992-10-27,sh.000001,450.28,-11.176870,14138800
1992-10-28,sh.000001,463.21,2.871545,11631100
1992-10-29,sh.000001,484.25,4.542218,12405900
1992-10-30,sh.000001,507.25,4.749613,14651000
1992-11-02,sh.000001,477.61,-5.843276,12622600
1992-11-03,sh.000001,479.81,0.460629,12554300
1992-11-04,sh.000001,469.9,-2.065402,12859000
1992-11-05,sh.000001,462.63,-1.547135,9546400
1992-11-06,sh.000001,457.05,-1.206151,7379100
1992-11-09,sh.000001,428.61,-6.222515,9562200
1992-11-10,sh.000001,400.53,-6.551407,12466100
1992-11-11,sh.000001,410.16,2.404315,10491400
1992-11-12,sh.000001,415.79,1.372636,12112000
1992-11-13,sh.000001,414.09,-0.408863,11676300
1992-11-16,sh.000001,399.32,-3.566855,10707400
1992-11-17,sh.000001,393.52,-1.452474,10076200
1992-11-18,sh.000001,407.61,3.580503,9328500
1992-11-19,sh.000001,398.95,-2.124573,11503000
1992-11-20,sh.000001,401.44,0.624136,8647700
1992-11-23,sh.000001,410.39,2.229477,13331400
1992-11-24,sh.000001,440.04,7.224833,17509500
1992-11-25,sh.000001,571.63,29.904100,30292800
1992-11-26,sh.000001,562.01,-1.682906,38763300
1992-11-27,sh.000001,637.67,13.462390,26691500
1992-11-30,sh.000001,724.6,13.632440,37065500
1992-12-01,sh.000001,716.74,-1.084734,21540400
1992-12-02,sh.000001,722.2,0.761786,18142100
1992-12-03,sh.000001,808.2,11.908060,30101400
1992-12-04,sh.000001,807.02,-0.146003,30575300
1992-12-07,sh.000001,793.25,-1.706280,25074200
1992-12-08,sh.000001,753.94,-4.955562,43366000
1992-12-09,sh.000001,676.45,-10.278010,27620400
1992-12-10,sh.000001,625.23,-7.571887,22743900
1992-12-11,sh.000001,722.28,15.522300,30749000
1992-12-14,sh.000001,705.07,-2.382735,18814100
1992-12-15,sh.000001,682.24,-3.237979,14170300
1992-12-16,sh.000001,685.82,0.524744,12133100
1992-12-17,sh.000001,707.82,3.207839,11680200
1992-12-18,sh.000001,698.13,-1.368992,10233600
1992-12-21,sh.000001,731.68,4.805694,27703700
1992-12-22,sh.000001,725.78,-0.806358,18332200
1992-12-23,sh.000001,732.05,0.863892,11315900
1992-12-24,sh.000001,758.59,3.625441,16675200
1992-12-25,sh.000001,764.28,0.750076,26168700
1992-12-28,sh.000001,757.31,-0.911973,15216700
1992-12-29,sh.000001,768.91,1.531734,14986400
1992-12-30,sh.000001,767.52,-0.180769,15273500
1992-12-31,sh.000001,780.39,1.676829,13551100
1993-01-04,sh.000001,814.04,4.311942,18385000
1993-01-05,sh.000001,858.72,5.488673,34009800
1993-01-06,sh.000001,847.44,-1.313579,40287100
1993-01-07,sh.000001,868.97,2.540589,26844700
1993-01-08,sh.000001,889.47,2.359115,37343200
1993-01-11,sh.000001,977.42,9.887912,63885100
1993-01-12,sh.000001,987.26,1.006735,62439900
1993-01-13,sh.000001,1024.05,3.726479,39530700
1993-01-14,sh.000001,1086.43,6.091500,63840400
1993-01-15,sh.000001,1063.76,-2.086655,46630300
1993-01-18,sh.000001,1055.32,-0.793418,33836900
1993-01-19,sh.000001,991.83,-6.016179,33261000
1993-01-20,sh.000001,1043.31,5.190410,25837600
1993-01-21,sh.000001,1074.26,2.966515,30186400
1993-01-22,sh.000001,1100.31,2.424930,32564300
1993-01-27,sh.000001,1162.44,5.646580,47263200
1993-01-28,sh.000001,1150.37,-1.038329,46010100
1993-01-29,sh.000001,1198.48,4.182132,52009700
1993-02-01,sh.000001,1278.5,6.676792,68344000
1993-02-02,sh.000001,1310.58,2.509187,61441300
1993-02-03,sh.000001,1300.56,-0.764539,56056600
1993-02-04,sh.000001,1371.58,5.460716,55691600
1993-02-05,sh.000001,1332.96,-2.815731,65156400
1993-02-08,sh.000001,1393.17,4.517021,62254100
1993-02-09,sh.000001,1474.92,5.867913,76479200
1993-02-10,sh.000001,1454.46,-1.387200,78879600
